countyyequivalent,statename,CountyFIPS,CBSA_NAME,Micro_Metro,CSA_NAME,CBSA_FIPS,CSA_FIPS,centraloutlyingcounty
Crockett County,Tennessee,47033,"Jackson, TN",Metro Area,,27180,,Outlying
Cumberland County,Tennessee,47035,"Crossville, TN",Micro Area,,18900,,Central
Davidson County,Tennessee,47037,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metro Area,"Nashville-Davidson--Murfreesboro, TN",34980,400,Central
Dickson County,Tennessee,47043,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metro Area,"Nashville-Davidson--Murfreesboro, TN",34980,400,Outlying
Dyer County,Tennessee,47045,"Dyersburg, TN",Micro Area,,20540,,Central
Fayette County,Tennessee,47047,"Memphis, TN-MS-AR",Metro Area,"Memphis-Clarksdale-Forrest City, TN-MS-AR",32820,368,Outlying
Franklin County,Tennessee,47051,"Winchester, TN",Micro Area,"Nashville-Davidson--Murfreesboro, TN",49010,400,Central
Gibson County,Tennessee,47053,"Jackson, TN",Metro Area,,27180,,Outlying
Grainger County,Tennessee,47057,"Knoxville, TN",Metro Area,"Knoxville-Morristown-Sevierville, TN",28940,315,Outlying
Greene County,Tennessee,47059,"Greeneville, TN",Micro Area,"Johnson City-Kingsport-Bristol, TN-VA",24620,304,Central
Hamblen County,Tennessee,47063,"Morristown, TN",Metro Area,"Knoxville-Morristown-Sevierville, TN",34100,315,Central
Hamilton County,Tennessee,47065,"Chattanooga, TN-GA",Metro Area,"Chattanooga-Cleveland-Dalton, TN-GA-AL",16860,174,Central
Hawkins County,Tennessee,47073,"Kingsport-Bristol, TN-VA",Metro Area,"Johnson City-Kingsport-Bristol, TN-VA",28700,304,Central
Henry County,Tennessee,47079,"Paris, TN",Micro Area,,37540,,Central
Hickman County,Tennessee,47081,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metro Area,"Nashville-Davidson--Murfreesboro, TN",34980,400,Outlying
Jackson County,Tennessee,47087,"Cookeville, TN",Micro Area,,18260,,Outlying
Jefferson County,Tennessee,47089,"Morristown, TN",Metro Area,"Knoxville-Morristown-Sevierville, TN",34100,315,Central
Knox County,Tennessee,47093,"Knoxville, TN",Metro Area,"Knoxville-Morristown-Sevierville, TN",28940,315,Central
Lawrence County,Tennessee,47099,"Lawrenceburg, TN",Micro Area,"Nashville-Davidson--Murfreesboro, TN",29980,400,Central
Lincoln County,Tennessee,47103,"Fayetteville, TN",Micro Area,"Huntsville-Decatur-Albertville, AL-TN",22190,290,Central
Loudon County,Tennessee,47105,"Knoxville, TN",Metro Area,"Knoxville-Morristown-Sevierville, TN",28940,315,Central
McMinn County,Tennessee,47107,"Athens, TN",Micro Area,"Chattanooga-Cleveland-Dalton, TN-GA-AL",11940,174,Central
Macon County,Tennessee,47111,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metro Area,"Nashville-Davidson--Murfreesboro, TN",34980,400,Outlying
Madison County,Tennessee,47113,"Jackson, TN",Metro Area,,27180,,Central
Marion County,Tennessee,47115,"Chattanooga, TN-GA",Metro Area,"Chattanooga-Cleveland-Dalton, TN-GA-AL",16860,174,Outlying
Marshall County,Tennessee,47117,"Lewisburg, TN",Micro Area,"Nashville-Davidson--Murfreesboro, TN",30280,400,Central
Maury County,Tennessee,47119,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metro Area,"Nashville-Davidson--Murfreesboro, TN",34980,400,Outlying
Meigs County,Tennessee,47121,"Athens, TN",Micro Area,"Chattanooga-Cleveland-Dalton, TN-GA-AL",11940,174,Outlying
Montgomery County,Tennessee,47125,"Clarksville, TN-KY",Metro Area,,17300,,Central
Moore County,Tennessee,47127,"Tullahoma-Manchester, TN",Micro Area,"Nashville-Davidson--Murfreesboro, TN",46100,400,Outlying
Morgan County,Tennessee,47129,"Knoxville, TN",Metro Area,"Knoxville-Morristown-Sevierville, TN",28940,315,Outlying
Obion County,Tennessee,47131,"Union City, TN",Micro Area,"Union City-Martin, TN",46460,542,Central
Overton County,Tennessee,47133,"Cookeville, TN",Micro Area,,18260,,Outlying
Polk County,Tennessee,47139,"Cleveland, TN",Metro Area,"Chattanooga-Cleveland-Dalton, TN-GA-AL",17420,174,Outlying
Putnam County,Tennessee,47141,"Cookeville, TN",Micro Area,,18260,,Central
Roane County,Tennessee,47145,"Knoxville, TN",Metro Area,"Knoxville-Morristown-Sevierville, TN",28940,315,Outlying
Robertson County,Tennessee,47147,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metro Area,"Nashville-Davidson--Murfreesboro, TN",34980,400,Outlying
Rutherford County,Tennessee,47149,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metro Area,"Nashville-Davidson--Murfreesboro, TN",34980,400,Outlying
Sequatchie County,Tennessee,47153,"Chattanooga, TN-GA",Metro Area,"Chattanooga-Cleveland-Dalton, TN-GA-AL",16860,174,Outlying
Sevier County,Tennessee,47155,"Sevierville, TN",Micro Area,"Knoxville-Morristown-Sevierville, TN",42940,315,Central
Shelby County,Tennessee,47157,"Memphis, TN-MS-AR",Metro Area,"Memphis-Clarksdale-Forrest City, TN-MS-AR",32820,368,Central
Smith County,Tennessee,47159,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metro Area,"Nashville-Davidson--Murfreesboro, TN",34980,400,Outlying
Stewart County,Tennessee,47161,"Clarksville, TN-KY",Metro Area,,17300,,Outlying
Sullivan County,Tennessee,47163,"Kingsport-Bristol, TN-VA",Metro Area,"Johnson City-Kingsport-Bristol, TN-VA",28700,304,Central
Sumner County,Tennessee,47165,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metro Area,"Nashville-Davidson--Murfreesboro, TN",34980,400,Central
Tipton County,Tennessee,47167,"Memphis, TN-MS-AR",Metro Area,"Memphis-Clarksdale-Forrest City, TN-MS-AR",32820,368,Outlying
Trousdale County,Tennessee,47169,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metro Area,"Nashville-Davidson--Murfreesboro, TN",34980,400,Outlying
Unicoi County,Tennessee,47171,"Johnson City, TN",Metro Area,"Johnson City-Kingsport-Bristol, TN-VA",27740,304,Outlying
Union County,Tennessee,47173,"Knoxville, TN",Metro Area,"Knoxville-Morristown-Sevierville, TN",28940,315,Outlying
Warren County,Tennessee,47177,"McMinnville, TN",Micro Area,,32660,,Central
Washington County,Tennessee,47179,"Johnson City, TN",Metro Area,"Johnson City-Kingsport-Bristol, TN-VA",27740,304,Central
Weakley County,Tennessee,47183,"Martin, TN",Micro Area,"Union City-Martin, TN",32280,542,Central
White County,Tennessee,47185,"Cookeville, TN",Micro Area,,18260,,Outlying
Williamson County,Tennessee,47187,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metro Area,"Nashville-Davidson--Murfreesboro, TN",34980,400,Central
Wilson County,Tennessee,47189,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metro Area,"Nashville-Davidson--Murfreesboro, TN",34980,400,Central
Anderson County,Texas,48001,"Palestine, TX",Micro Area,,37300,,Central
Andrews County,Texas,48003,"Andrews, TX",Micro Area,"Midland-Odessa-Andrews, TX",11380,372,Central
Angelina County,Texas,48005,"Lufkin, TX",Micro Area,,31260,,Central
Aransas County,Texas,48007,"Corpus Christi, TX",Metro Area,"Corpus Christi-Kingsville-Alice, TX",18580,204,Outlying
Archer County,Texas,48009,"Wichita Falls, TX",Metro Area,,48660,,Outlying
Armstrong County,Texas,48011,"Amarillo, TX",Metro Area,"Amarillo-Borger, TX",11100,108,Outlying
Atascosa County,Texas,48013,"San Antonio-New Braunfels, TX",Metro Area,"San Antonio-New Braunfels-Kerrville, TX",41700,484,Outlying
Austin County,Texas,48015,"Houston-Pasadena-The Woodlands, TX",Metro Area,"Houston-Pasadena, TX",26420,288,Outlying
Bandera County,Texas,48019,"San Antonio-New Braunfels, TX",Metro Area,"San Antonio-New Braunfels-Kerrville, TX",41700,484,Outlying
Bastrop County,Texas,48021,"Austin-Round Rock-San Marcos, TX",Metro Area,,12420,,Outlying
Bee County,Texas,48025,"Beeville, TX",Micro Area,,13300,,Central
Bell County,Texas,48027,"Killeen-Temple, TX",Metro Area,,28660,,Central
Bexar County,Texas,48029,"San Antonio-New Braunfels, TX",Metro Area,"San Antonio-New Braunfels-Kerrville, TX",41700,484,Central
Bosque County,Texas,48035,"Waco, TX",Metro Area,,47380,,Outlying
Bowie County,Texas,48037,"Texarkana, TX-AR",Metro Area,,45500,,Central
Brazoria County,Texas,48039,"Houston-Pasadena-The Woodlands, TX",Metro Area,"Houston-Pasadena, TX",26420,288,Central
Brazos County,Texas,48041,"College Station-Bryan, TX",Metro Area,,17780,,Central
Brooks County,Texas,48047,"Alice, TX",Micro Area,"Corpus Christi-Kingsville-Alice, TX",10860,204,Outlying
Brown County,Texas,48049,"Brownwood, TX",Micro Area,,15220,,Central
Burleson County,Texas,48051,"College Station-Bryan, TX",Metro Area,,17780,,Outlying
Caldwell County,Texas,48055,"Austin-Round Rock-San Marcos, TX",Metro Area,,12420,,Outlying
Calhoun County,Texas,48057,"Port Lavaca, TX",Micro Area,"Victoria-Port Lavaca, TX",38920,544,Central
Callahan County,Texas,48059,"Abilene, TX",Metro Area,"Abilene-Sweetwater, TX",10180,101,Outlying
Cameron County,Texas,48061,"Brownsville-Harlingen, TX",Metro Area,"Brownsville-Harlingen-Raymondville, TX",15180,154,Central
Camp County,Texas,48063,"Mount Pleasant, TX",Micro Area,,34420,,Outlying
Carson County,Texas,48065,"Amarillo, TX",Metro Area,"Amarillo-Borger, TX",11100,108,Outlying
Chambers County,Texas,48071,"Houston-Pasadena-The Woodlands, TX",Metro Area,"Houston-Pasadena, TX",26420,288,Outlying
Cherokee County,Texas,48073,"Jacksonville, TX",Micro Area,"Tyler-Jacksonville, TX",27380,540,Central
Clay County,Texas,48077,"Wichita Falls, TX",Metro Area,,48660,,Outlying
Cochran County,Texas,48079,"Lubbock, TX",Metro Area,"Lubbock-Plainview, TX",31180,352,Outlying
Collin County,Texas,48085,"Dallas-Fort Worth-Arlington, TX",Metro Area,"Dallas-Fort Worth, TX-OK",19100,206,Central
Comal County,Texas,48091,"San Antonio-New Braunfels, TX",Metro Area,"San Antonio-New Braunfels-Kerrville, TX",41700,484,Outlying
Cooke County,Texas,48097,"Gainesville, TX",Micro Area,"Dallas-Fort Worth, TX-OK",23620,206,Central
Coryell County,Texas,48099,"Killeen-Temple, TX",Metro Area,,28660,,Central
Crosby County,Texas,48107,"Lubbock, TX",Metro Area,"Lubbock-Plainview, TX",31180,352,Outlying
Dallas County,Texas,48113,"Dallas-Fort Worth-Arlington, TX",Metro Area,"Dallas-Fort Worth, TX-OK",19100,206,Central
Deaf Smith County,Texas,48117,"Hereford, TX",Micro Area,,25820,,Central
Denton County,Texas,48121,"Dallas-Fort Worth-Arlington, TX",Metro Area,"Dallas-Fort Worth, TX-OK",19100,206,Outlying
Ector County,Texas,48135,"Odessa, TX",Metro Area,"Midland-Odessa-Andrews, TX",36220,372,Central
Ellis County,Texas,48139,"Dallas-Fort Worth-Arlington, TX",Metro Area,"Dallas-Fort Worth, TX-OK",19100,206,Central
El Paso County,Texas,48141,"El Paso, TX",Metro Area,"El Paso-Las Cruces, TX-NM",21340,238,Central
Erath County,Texas,48143,"Stephenville, TX",Micro Area,,44500,,Central
Falls County,Texas,48145,"Waco, TX",Metro Area,,47380,,Outlying
Fannin County,Texas,48147,"Bonham, TX",Micro Area,"Dallas-Fort Worth, TX-OK",14300,206,Central
Floyd County,Texas,48153,"Plainview, TX",Micro Area,"Lubbock-Plainview, TX",38380,352,Outlying
Fort Bend County,Texas,48157,"Houston-Pasadena-The Woodlands, TX",Metro Area,"Houston-Pasadena, TX",26420,288,Central
Galveston County,Texas,48167,"Houston-Pasadena-The Woodlands, TX",Metro Area,"Houston-Pasadena, TX",26420,288,Outlying
Garza County,Texas,48169,"Lubbock, TX",Metro Area,"Lubbock-Plainview, TX",31180,352,Outlying
Gillespie County,Texas,48171,"Fredericksburg, TX",Micro Area,"San Antonio-New Braunfels-Kerrville, TX",23240,484,Central
Goliad County,Texas,48175,"Victoria, TX",Metro Area,"Victoria-Port Lavaca, TX",47020,544,Outlying
Gray County,Texas,48179,"Pampa, TX",Micro Area,,37420,,Central
Grayson County,Texas,48181,"Sherman-Denison, TX",Metro Area,"Dallas-Fort Worth, TX-OK",43300,206,Central
Gregg County,Texas,48183,"Longview, TX",Metro Area,,30980,,Central
Guadalupe County,Texas,48187,"San Antonio-New Braunfels, TX",Metro Area,"San Antonio-New Braunfels-Kerrville, TX",41700,484,Central
Hale County,Texas,48189,"Plainview, TX",Micro Area,"Lubbock-Plainview, TX",38380,352,Central
Hardin County,Texas,48199,"Beaumont-Port Arthur, TX",Metro Area,,13140,,Outlying
Harris County,Texas,48201,"Houston-Pasadena-The Woodlands, TX",Metro Area,"Houston-Pasadena, TX",26420,288,Central
Harrison County,Texas,48203,"Longview, TX",Metro Area,,30980,,Outlying
Hays County,Texas,48209,"Austin-Round Rock-San Marcos, TX",Metro Area,,12420,,Central
Henderson County,Texas,48213,"Athens, TX",Micro Area,"Dallas-Fort Worth, TX-OK",11980,206,Central
Hidalgo County,Texas,48215,"McAllen-Edinburg-Mission, TX",Metro Area,"McAllen-Edinburg, TX",32580,365,Central
Hockley County,Texas,48219,"Lubbock, TX",Metro Area,"Lubbock-Plainview, TX",31180,352,Outlying
Hood County,Texas,48221,"Granbury, TX",Micro Area,"Dallas-Fort Worth, TX-OK",24180,206,Central
Hopkins County,Texas,48223,"Sulphur Springs, TX",Micro Area,"Dallas-Fort Worth, TX-OK",44860,206,Central
Howard County,Texas,48227,"Big Spring, TX",Micro Area,,13700,,Central
Hudspeth County,Texas,48229,"El Paso, TX",Metro Area,"El Paso-Las Cruces, TX-NM",21340,238,Outlying
Hunt County,Texas,48231,"Dallas-Fort Worth-Arlington, TX",Metro Area,"Dallas-Fort Worth, TX-OK",19100,206,Outlying
Hutchinson County,Texas,48233,"Borger, TX",Micro Area,"Amarillo-Borger, TX",14420,108,Central
Irion County,Texas,48235,"San Angelo, TX",Metro Area,,41660,,Outlying
Jefferson County,Texas,48245,"Beaumont-Port Arthur, TX",Metro Area,,13140,,Central
Jim Wells County,Texas,48249,"Alice, TX",Micro Area,"Corpus Christi-Kingsville-Alice, TX",10860,204,Central
Johnson County,Texas,48251,"Dallas-Fort Worth-Arlington, TX",Metro Area,"Dallas-Fort Worth, TX-OK",19100,206,Central
Jones County,Texas,48253,"Abilene, TX",Metro Area,"Abilene-Sweetwater, TX",10180,101,Outlying
Kaufman County,Texas,48257,"Dallas-Fort Worth-Arlington, TX",Metro Area,"Dallas-Fort Worth, TX-OK",19100,206,Outlying
Kendall County,Texas,48259,"San Antonio-New Braunfels, TX",Metro Area,"San Antonio-New Braunfels-Kerrville, TX",41700,484,Outlying
Kerr County,Texas,48265,"Kerrville, TX",Micro Area,"San Antonio-New Braunfels-Kerrville, TX",28500,484,Central
Kleberg County,Texas,48273,"Kingsville, TX",Micro Area,"Corpus Christi-Kingsville-Alice, TX",28780,204,Central
Lamar County,Texas,48277,"Paris, TX",Micro Area,,37580,,Central
Lampasas County,Texas,48281,"Killeen-Temple, TX",Metro Area,,28660,,Outlying
Liberty County,Texas,48291,"Houston-Pasadena-The Woodlands, TX",Metro Area,"Houston-Pasadena, TX",26420,288,Outlying
Lubbock County,Texas,48303,"Lubbock, TX",Metro Area,"Lubbock-Plainview, TX",31180,352,Central
Lynn County,Texas,48305,"Lubbock, TX",Metro Area,"Lubbock-Plainview, TX",31180,352,Outlying
McLennan County,Texas,48309,"Waco, TX",Metro Area,,47380,,Central
Martin County,Texas,48317,"Midland, TX",Metro Area,"Midland-Odessa-Andrews, TX",33260,372,Outlying
Matagorda County,Texas,48321,"Bay City, TX",Micro Area,"Houston-Pasadena, TX",13060,288,Central
Maverick County,Texas,48323,"Eagle Pass, TX",Metro Area,,20580,,Central
Medina County,Texas,48325,"San Antonio-New Braunfels, TX",Metro Area,"San Antonio-New Braunfels-Kerrville, TX",41700,484,Outlying
Midland County,Texas,48329,"Midland, TX",Metro Area,"Midland-Odessa-Andrews, TX",33260,372,Central
Montgomery County,Texas,48339,"Houston-Pasadena-The Woodlands, TX",Metro Area,"Houston-Pasadena, TX",26420,288,Outlying
Moore County,Texas,48341,"Dumas, TX",Micro Area,,20300,,Central
Morris County,Texas,48343,"Mount Pleasant, TX",Micro Area,,34420,,Outlying
Nacogdoches County,Texas,48347,"Nacogdoches, TX",Micro Area,,34860,,Central
Navarro County,Texas,48349,"Corsicana, TX",Micro Area,"Dallas-Fort Worth, TX-OK",18620,206,Central
Nolan County,Texas,48353,"Sweetwater, TX",Micro Area,"Abilene-Sweetwater, TX",45020,101,Central
Nueces County,Texas,48355,"Corpus Christi, TX",Metro Area,"Corpus Christi-Kingsville-Alice, TX",18580,204,Central
Oldham County,Texas,48359,"Amarillo, TX",Metro Area,"Amarillo-Borger, TX",11100,108,Outlying
Orange County,Texas,48361,"Beaumont-Port Arthur, TX",Metro Area,,13140,,Outlying
Palo Pinto County,Texas,48363,"Mineral Wells, TX",Micro Area,"Dallas-Fort Worth, TX-OK",33420,206,Central
Parker County,Texas,48367,"Dallas-Fort Worth-Arlington, TX",Metro Area,"Dallas-Fort Worth, TX-OK",19100,206,Outlying
Potter County,Texas,48375,"Amarillo, TX",Metro Area,"Amarillo-Borger, TX",11100,108,Central
Randall County,Texas,48381,"Amarillo, TX",Metro Area,"Amarillo-Borger, TX",11100,108,Central
Red River County,Texas,48387,"Paris, TX",Micro Area,,37580,,Outlying
Reeves County,Texas,48389,"Town of Pecos, TX",Micro Area,,45880,,Central
Roberts County,Texas,48393,"Pampa, TX",Micro Area,,37420,,Outlying
Robertson County,Texas,48395,"College Station-Bryan, TX",Metro Area,,17780,,Outlying
Rockwall County,Texas,48397,"Dallas-Fort Worth-Arlington, TX",Metro Area,"Dallas-Fort Worth, TX-OK",19100,206,Central
Rusk County,Texas,48401,"Longview, TX",Metro Area,,30980,,Outlying
San Jacinto County,Texas,48407,"Houston-Pasadena-The Woodlands, TX",Metro Area,"Houston-Pasadena, TX",26420,288,Outlying
San Patricio County,Texas,48409,"Corpus Christi, TX",Metro Area,"Corpus Christi-Kingsville-Alice, TX",18580,204,Central
Scurry County,Texas,48415,"Snyder, TX",Micro Area,,43660,,Central
Smith County,Texas,48423,"Tyler, TX",Metro Area,"Tyler-Jacksonville, TX",46340,540,Central
Starr County,Texas,48427,"Rio Grande City-Roma, TX",Micro Area,"McAllen-Edinburg, TX",40100,365,Central
Tarrant County,Texas,48439,"Dallas-Fort Worth-Arlington, TX",Metro Area,"Dallas-Fort Worth, TX-OK",19100,206,Central
Taylor County,Texas,48441,"Abilene, TX",Metro Area,"Abilene-Sweetwater, TX",10180,101,Central
Titus County,Texas,48449,"Mount Pleasant, TX",Micro Area,,34420,,Central
Tom Green County,Texas,48451,"San Angelo, TX",Metro Area,,41660,,Central
Travis County,Texas,48453,"Austin-Round Rock-San Marcos, TX",Metro Area,,12420,,Central
Upshur County,Texas,48459,"Longview, TX",Metro Area,,30980,,Outlying
Uvalde County,Texas,48463,"Uvalde, TX",Micro Area,,46620,,Central
Val Verde County,Texas,48465,"Del Rio, TX",Micro Area,,19620,,Central
Victoria County,Texas,48469,"Victoria, TX",Metro Area,"Victoria-Port Lavaca, TX",47020,544,Central
Walker County,Texas,48471,"Huntsville, TX",Micro Area,"Houston-Pasadena, TX",26660,288,Central
Waller County,Texas,48473,"Houston-Pasadena-The Woodlands, TX",Metro Area,"Houston-Pasadena, TX",26420,288,Central
Washington County,Texas,48477,"Brenham, TX",Micro Area,"Houston-Pasadena, TX",14780,288,Central
Webb County,Texas,48479,"Laredo, TX",Metro Area,,29700,,Central
Wharton County,Texas,48481,"El Campo, TX",Micro Area,"Houston-Pasadena, TX",20900,288,Central
Wichita County,Texas,48485,"Wichita Falls, TX",Metro Area,,48660,,Central
Wilbarger County,Texas,48487,"Vernon, TX",Micro Area,,46900,,Central
Willacy County,Texas,48489,"Raymondville, TX",Micro Area,"Brownsville-Harlingen-Raymondville, TX",39700,154,Central
Williamson County,Texas,48491,"Austin-Round Rock-San Marcos, TX",Metro Area,,12420,,Central
Wilson County,Texas,48493,"San Antonio-New Braunfels, TX",Metro Area,"San Antonio-New Braunfels-Kerrville, TX",41700,484,Outlying
Wise County,Texas,48497,"Dallas-Fort Worth-Arlington, TX",Metro Area,"Dallas-Fort Worth, TX-OK",19100,206,Outlying
Zapata County,Texas,48505,"Zapata, TX",Micro Area,,49820,,Central
Box Elder County,Utah,49003,"Brigham City, UT-ID",Micro Area,"Salt Lake City-Provo-Orem, UT-ID",14940,482,Central
Cache County,Utah,49005,"Logan, UT-ID",Metro Area,,30860,,Central
Carbon County,Utah,49007,"Price, UT",Micro Area,,39220,,Central
Davis County,Utah,49011,"Ogden, UT",Metro Area,"Salt Lake City-Provo-Orem, UT-ID",36260,482,Central
Iron County,Utah,49021,"Cedar City, UT",Micro Area,,16260,,Central
Juab County,Utah,49023,"Provo-Orem-Lehi, UT",Metro Area,"Salt Lake City-Provo-Orem, UT-ID",39340,482,Outlying
Morgan County,Utah,49029,"Ogden, UT",Metro Area,"Salt Lake City-Provo-Orem, UT-ID",36260,482,Outlying
Rich County,Utah,49033,"Evanston, WY-UT",Micro Area,,21740,,Outlying
Salt Lake County,Utah,49035,"Salt Lake City-Murray, UT",Metro Area,"Salt Lake City-Provo-Orem, UT-ID",41620,482,Central
Summit County,Utah,49043,"Heber, UT",Micro Area,"Salt Lake City-Provo-Orem, UT-ID",25720,482,Central
Tooele County,Utah,49045,"Salt Lake City-Murray, UT",Metro Area,"Salt Lake City-Provo-Orem, UT-ID",41620,482,Outlying
Uintah County,Utah,49047,"Vernal, UT",Micro Area,,46860,,Central
Utah County,Utah,49049,"Provo-Orem-Lehi, UT",Metro Area,"Salt Lake City-Provo-Orem, UT-ID",39340,482,Central
Wasatch County,Utah,49051,"Heber, UT",Micro Area,"Salt Lake City-Provo-Orem, UT-ID",25720,482,Outlying
Washington County,Utah,49053,"St. George, UT",Metro Area,,41100,,Central
Weber County,Utah,49057,"Ogden, UT",Metro Area,"Salt Lake City-Provo-Orem, UT-ID",36260,482,Central
Bennington County,Vermont,50003,"Bennington, VT",Micro Area,,13540,,Central
Chittenden County,Vermont,50007,"Burlington-South Burlington, VT",Metro Area,"Burlington-South Burlington-Barre, VT",15540,162,Central
Franklin County,Vermont,50011,"Burlington-South Burlington, VT",Metro Area,"Burlington-South Burlington-Barre, VT",15540,162,Outlying
Grand Isle County,Vermont,50013,"Burlington-South Burlington, VT",Metro Area,"Burlington-South Burlington-Barre, VT",15540,162,Outlying
Orange County,Vermont,50017,"Lebanon-Claremont, NH-VT",Micro Area,,30150,,Outlying
Rutland County,Vermont,50021,"Rutland, VT",Micro Area,,40860,,Central
Washington County,Vermont,50023,"Barre, VT",Micro Area,"Burlington-South Burlington-Barre, VT",12740,162,Central
Windham County,Vermont,50025,"Brattleboro, VT",Micro Area,"Keene-Brattleboro, NH-VT",14710,313,Central
Windsor County,Vermont,50027,"Lebanon-Claremont, NH-VT",Micro Area,,30150,,Central
Albemarle County,Virginia,51003,"Charlottesville, VA",Metro Area,,16820,,Central
Amelia County,Virginia,51007,"Richmond, VA",Metro Area,,40060,,Outlying
Amherst County,Virginia,51009,"Lynchburg, VA",Metro Area,,31340,,Central
Appomattox County,Virginia,51011,"Lynchburg, VA",Metro Area,,31340,,Outlying
Arlington County,Virginia,51013,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metro Area,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",47900,548,Central
Augusta County,Virginia,51015,"Staunton-Stuarts Draft, VA",Metro Area,"Harrisonburg-Staunton-Stuarts Draft, VA",44420,277,Central
Bedford County,Virginia,51019,"Lynchburg, VA",Metro Area,,31340,,Central
Botetourt County,Virginia,51023,"Roanoke, VA",Metro Area,,40220,,Central
Campbell County,Virginia,51031,"Lynchburg, VA",Metro Area,,31340,,Central
Charles City County,Virginia,51036,"Richmond, VA",Metro Area,,40060,,Outlying
Chesterfield County,Virginia,51041,"Richmond, VA",Metro Area,,40060,,Central
Clarke County,Virginia,51043,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metro Area,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",47900,548,Outlying
Craig County,Virginia,51045,"Roanoke, VA",Metro Area,,40220,,Outlying
Culpeper County,Virginia,51047,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metro Area,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",47900,548,Outlying
Dinwiddie County,Virginia,51053,"Richmond, VA",Metro Area,,40060,,Central
Fairfax County,Virginia,51059,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metro Area,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",47900,548,Central
Fauquier County,Virginia,51061,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metro Area,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",47900,548,Outlying
Floyd County,Virginia,51063,"Blacksburg-Christiansburg-Radford, VA",Metro Area,,13980,,Outlying
Fluvanna County,Virginia,51065,"Charlottesville, VA",Metro Area,,16820,,Outlying
Franklin County,Virginia,51067,"Roanoke, VA",Metro Area,,40220,,Outlying
Frederick County,Virginia,51069,"Winchester, VA-WV",Metro Area,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",49020,548,Central
Giles County,Virginia,51071,"Blacksburg-Christiansburg-Radford, VA",Metro Area,,13980,,Outlying
Gloucester County,Virginia,51073,"Virginia Beach-Chesapeake-Norfolk, VA-NC",Metro Area,"Virginia Beach-Chesapeake, VA-NC",47260,545,Central
Goochland County,Virginia,51075,"Richmond, VA",Metro Area,,40060,,Outlying
Greene County,Virginia,51079,"Charlottesville, VA",Metro Area,,16820,,Outlying
Hanover County,Virginia,51085,"Richmond, VA",Metro Area,,40060,,Central
Henrico County,Virginia,51087,"Richmond, VA",Metro Area,,40060,,Central
Henry County,Virginia,51089,"Martinsville, VA",Micro Area,,32300,,Central
Isle of Wight County,Virginia,51093,"Virginia Beach-Chesapeake-Norfolk, VA-NC",Metro Area,"Virginia Beach-Chesapeake, VA-NC",47260,545,Central
James City County,Virginia,51095,"Virginia Beach-Chesapeake-Norfolk, VA-NC",Metro Area,"Virginia Beach-Chesapeake, VA-NC",47260,545,Outlying
King and Queen County,Virginia,51097,"Richmond, VA",Metro Area,,40060,,Outlying
King William County,Virginia,51101,"Richmond, VA",Metro Area,,40060,,Outlying
Loudoun County,Virginia,51107,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metro Area,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",47900,548,Central
Mathews County,Virginia,51115,"Virginia Beach-Chesapeake-Norfolk, VA-NC",Metro Area,"Virginia Beach-Chesapeake, VA-NC",47260,545,Outlying
Montgomery County,Virginia,51121,"Blacksburg-Christiansburg-Radford, VA",Metro Area,,13980,,Central
Nelson County,Virginia,51125,"Charlottesville, VA",Metro Area,,16820,,Outlying
New Kent County,Virginia,51127,"Richmond, VA",Metro Area,,40060,,Outlying
Orange County,Virginia,51137,"Lake of the Woods, VA",Micro Area,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",29470,548,Central
Pittsylvania County,Virginia,51143,"Danville, VA",Micro Area,,19260,,Central
Powhatan County,Virginia,51145,"Richmond, VA",Metro Area,,40060,,Outlying
Prince George County,Virginia,51149,"Richmond, VA",Metro Area,,40060,,Central
Prince William County,Virginia,51153,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metro Area,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",47900,548,Central
Pulaski County,Virginia,51155,"Blacksburg-Christiansburg-Radford, VA",Metro Area,,13980,,Outlying
